"year";"plot";"subplot";"metric";"value";"type"
2015;1;"E2";"evenness";5,30041631342743;"observed"
2016;1;"E2";"evenness";2,83325100549724;"observed"
2017;1;"E2";"evenness";2,85713582476504;"observed"
2018;1;"E2";"evenness";1,07641815696816;"observed"
2019;1;"E2";"evenness";1,70231070843476;"observed"
2015;2;"E2";"evenness";4,63702336000257;"observed"
2016;2;"E2";"evenness";1,77609960609827;"observed"
2017;2;"E2";"evenness";2,22939085763845;"observed"
2018;2;"E2";"evenness";1,48619657654281;"observed"
2019;2;"E2";"evenness";1,96226351843908;"observed"
2015;3;"E2";"evenness";3,61673777092181;"observed"
2016;3;"E2";"evenness";1,75931680111261;"observed"
2017;3;"E2";"evenness";5,34008634109648;"observed"
2018;3;"E2";"evenness";2,83372962962204;"observed"
2019;3;"E2";"evenness";1,54202891072658;"observed"
2015;4;"E2";"evenness";5,74810151024975;"observed"
2016;4;"E2";"evenness";2,48560381943053;"observed"
2017;4;"E2";"evenness";1,52424507474301;"observed"
2018;4;"E2";"evenness";1,96013170420779;"observed"
2019;4;"E2";"evenness";1,48889773556434;"observed"
2015;5;"E2";"evenness";4,63056987853593;"observed"
2016;5;"E2";"evenness";2,13072753602714;"observed"
2017;5;"E2";"evenness";1,82126528457702;"observed"
2018;5;"E2";"evenness";1,67305812675851;"observed"
2019;5;"E2";"evenness";2,06177292397618;"observed"
2015;6;"E2";"evenness";2,99799571943333;"observed"
2016;6;"E2";"evenness";3,13310442934713;"observed"
2017;6;"E2";"evenness";4,72090410468571;"observed"
2018;6;"E2";"evenness";1,19150600336174;"observed"
2019;6;"E2";"evenness";1,67260729297423;"observed"
2015;7;"E2";"evenness";1,05711772293368;"observed"
2016;7;"E2";"evenness";4,68458435239109;"observed"
2017;7;"E2";"evenness";3,94376601460043;"observed"
2018;7;"E2";"evenness";1;"observed"
2019;7;"E2";"evenness";4,54811396536739;"observed"
2015;8;"E2";"evenness";1,50699306577254;"observed"
2016;8;"E2";"evenness";2,8825817995728;"observed"
2017;8;"E2";"evenness";1,88703111793127;"observed"
2018;8;"E2";"evenness";1;"observed"
2019;8;"E2";"evenness";4,60284967105012;"observed"
2015;9;"E2";"evenness";1,09371266873788;"observed"
2016;9;"E2";"evenness";4,52729093886775;"observed"
2017;9;"E2";"evenness";1;"observed"
2018;9;"E2";"evenness";1;"observed"
2019;9;"E2";"evenness";4,11186694261259;"observed"
2015;1;"E3";"evenness";5,30041631342743;"observed"
2016;1;"E3";"evenness";2,83325100549724;"observed"
2017;1;"E3";"evenness";2,85713582476504;"observed"
2018;1;"E3";"evenness";1,07641815696816;"observed"
2019;1;"E3";"evenness";1,70231070843476;"observed"
2015;2;"E3";"evenness";4,63702336000257;"observed"
2016;2;"E3";"evenness";1,77609960609827;"observed"
2017;2;"E3";"evenness";2,22939085763845;"observed"
2018;2;"E3";"evenness";1,48619657654281;"observed"
2019;2;"E3";"evenness";1,96226351843908;"observed"
2015;3;"E3";"evenness";3,61673777092181;"observed"
2016;3;"E3";"evenness";1,75931680111261;"observed"
2017;3;"E3";"evenness";5,34008634109648;"observed"
2018;3;"E3";"evenness";2,83372962962204;"observed"
2019;3;"E3";"evenness";1,54202891072658;"observed"
2015;4;"E3";"evenness";5,74810151024975;"observed"
2016;4;"E3";"evenness";2,48560381943053;"observed"
2017;4;"E3";"evenness";1,52424507474301;"observed"
2018;4;"E3";"evenness";1,96013170420779;"observed"
2019;4;"E3";"evenness";1,48889773556434;"observed"
2015;5;"E3";"evenness";4,63056987853593;"observed"
2016;5;"E3";"evenness";2,13072753602714;"observed"
2017;5;"E3";"evenness";1,82126528457702;"observed"
2018;5;"E3";"evenness";1,67305812675851;"observed"
2019;5;"E3";"evenness";2,06177292397618;"observed"
2015;6;"E3";"evenness";2,99799571943333;"observed"
2016;6;"E3";"evenness";3,13310442934713;"observed"
2017;6;"E3";"evenness";4,72090410468571;"observed"
2018;6;"E3";"evenness";1,19150600336174;"observed"
2019;6;"E3";"evenness";1,67260729297423;"observed"
2015;7;"E3";"evenness";1,05711772293368;"observed"
2016;7;"E3";"evenness";4,68458435239109;"observed"
2017;7;"E3";"evenness";3,94376601460043;"observed"
2018;7;"E3";"evenness";1;"observed"
2019;7;"E3";"evenness";4,54811396536739;"observed"
2015;8;"E3";"evenness";1,50699306577254;"observed"
2016;8;"E3";"evenness";2,8825817995728;"observed"
2017;8;"E3";"evenness";1,88703111793127;"observed"
2018;8;"E3";"evenness";1;"observed"
2019;8;"E3";"evenness";4,60284967105012;"observed"
2015;9;"E3";"evenness";1,09371266873788;"observed"
2016;9;"E3";"evenness";4,52729093886775;"observed"
2017;9;"E3";"evenness";1;"observed"
2018;9;"E3";"evenness";1;"observed"
2019;9;"E3";"evenness";4,11186694261259;"observed"
2015;1;"E4";"evenness";5,30041631342743;"observed"
2016;1;"E4";"evenness";2,83325100549724;"observed"
2017;1;"E4";"evenness";2,85713582476504;"observed"
2018;1;"E4";"evenness";1,07641815696816;"observed"
2019;1;"E4";"evenness";1,70231070843476;"observed"
2015;2;"E4";"evenness";4,63702336000257;"observed"
2016;2;"E4";"evenness";1,77609960609827;"observed"
2017;2;"E4";"evenness";2,22939085763845;"observed"
2018;2;"E4";"evenness";1,48619657654281;"observed"
2019;2;"E4";"evenness";1,96226351843908;"observed"
2015;3;"E4";"evenness";3,61673777092181;"observed"
2016;3;"E4";"evenness";1,75931680111261;"observed"
2017;3;"E4";"evenness";5,34008634109648;"observed"
2018;3;"E4";"evenness";2,83372962962204;"observed"
2019;3;"E4";"evenness";1,54202891072658;"observed"
2015;4;"E4";"evenness";5,74810151024975;"observed"
2016;4;"E4";"evenness";2,48560381943053;"observed"
2017;4;"E4";"evenness";1,52424507474301;"observed"
2018;4;"E4";"evenness";1,96013170420779;"observed"
2019;4;"E4";"evenness";1,48889773556434;"observed"
2015;5;"E4";"evenness";4,63056987853593;"observed"
2016;5;"E4";"evenness";2,13072753602714;"observed"
2017;5;"E4";"evenness";1,82126528457702;"observed"
2018;5;"E4";"evenness";1,67305812675851;"observed"
2019;5;"E4";"evenness";2,06177292397618;"observed"
2015;6;"E4";"evenness";2,99799571943333;"observed"
2016;6;"E4";"evenness";3,13310442934713;"observed"
2017;6;"E4";"evenness";4,72090410468571;"observed"
2018;6;"E4";"evenness";1,19150600336174;"observed"
2019;6;"E4";"evenness";1,67260729297423;"observed"
2015;7;"E4";"evenness";1,05711772293368;"observed"
2016;7;"E4";"evenness";4,68458435239109;"observed"
2017;7;"E4";"evenness";3,94376601460043;"observed"
2018;7;"E4";"evenness";1;"observed"
2019;7;"E4";"evenness";4,54811396536739;"observed"
2015;8;"E4";"evenness";1,50699306577254;"observed"
2016;8;"E4";"evenness";2,8825817995728;"observed"
2017;8;"E4";"evenness";1,88703111793127;"observed"
2018;8;"E4";"evenness";1;"observed"
2019;8;"E4";"evenness";4,60284967105012;"observed"
2015;9;"E4";"evenness";1,09371266873788;"observed"
2016;9;"E4";"evenness";4,52729093886775;"observed"
2017;9;"E4";"evenness";1;"observed"
2018;9;"E4";"evenness";1;"observed"
2019;9;"E4";"evenness";4,11186694261259;"observed"
2015;1;"E5";"evenness";5,30041631342743;"observed"
2016;1;"E5";"evenness";2,83325100549724;"observed"
2017;1;"E5";"evenness";2,85713582476504;"observed"
2018;1;"E5";"evenness";1,07641815696816;"observed"
2019;1;"E5";"evenness";1,70231070843476;"observed"
2015;2;"E5";"evenness";4,63702336000257;"observed"
2016;2;"E5";"evenness";1,77609960609827;"observed"
2017;2;"E5";"evenness";2,22939085763845;"observed"
2018;2;"E5";"evenness";1,48619657654281;"observed"
2019;2;"E5";"evenness";1,96226351843908;"observed"
2015;3;"E5";"evenness";3,61673777092181;"observed"
2016;3;"E5";"evenness";1,75931680111261;"observed"
2017;3;"E5";"evenness";5,34008634109648;"observed"
2018;3;"E5";"evenness";2,83372962962204;"observed"
2019;3;"E5";"evenness";1,54202891072658;"observed"
2015;4;"E5";"evenness";5,74810151024975;"observed"
2016;4;"E5";"evenness";2,48560381943053;"observed"
2017;4;"E5";"evenness";1,52424507474301;"observed"
2018;4;"E5";"evenness";1,96013170420779;"observed"
2019;4;"E5";"evenness";1,48889773556434;"observed"
2015;5;"E5";"evenness";4,63056987853593;"observed"
2016;5;"E5";"evenness";2,13072753602714;"observed"
2017;5;"E5";"evenness";1,82126528457702;"observed"
2018;5;"E5";"evenness";1,67305812675851;"observed"
2019;5;"E5";"evenness";2,06177292397618;"observed"
2015;6;"E5";"evenness";2,99799571943333;"observed"
2016;6;"E5";"evenness";3,13310442934713;"observed"
2017;6;"E5";"evenness";4,72090410468571;"observed"
2018;6;"E5";"evenness";1,19150600336174;"observed"
2019;6;"E5";"evenness";1,67260729297423;"observed"
2015;7;"E5";"evenness";1,05711772293368;"observed"
2016;7;"E5";"evenness";4,68458435239109;"observed"
2017;7;"E5";"evenness";3,94376601460043;"observed"
2018;7;"E5";"evenness";1;"observed"
2019;7;"E5";"evenness";4,54811396536739;"observed"
2015;8;"E5";"evenness";1,50699306577254;"observed"
2016;8;"E5";"evenness";2,8825817995728;"observed"
2017;8;"E5";"evenness";1,88703111793127;"observed"
2018;8;"E5";"evenness";1;"observed"
2019;8;"E5";"evenness";4,60284967105012;"observed"
2015;9;"E5";"evenness";1,09371266873788;"observed"
2016;9;"E5";"evenness";4,52729093886775;"observed"
2017;9;"E5";"evenness";1;"observed"
2018;9;"E5";"evenness";1;"observed"
2019;9;"E5";"evenness";4,11186694261259;"observed"
2015;1;"E6";"evenness";5,30041631342743;"observed"
2016;1;"E6";"evenness";2,83325100549724;"observed"
2017;1;"E6";"evenness";2,85713582476504;"observed"
2018;1;"E6";"evenness";1,07641815696816;"observed"
2019;1;"E6";"evenness";1,70231070843476;"observed"
2015;2;"E6";"evenness";4,63702336000257;"observed"
2016;2;"E6";"evenness";1,77609960609827;"observed"
2017;2;"E6";"evenness";2,22939085763845;"observed"
2018;2;"E6";"evenness";1,48619657654281;"observed"
2019;2;"E6";"evenness";1,96226351843908;"observed"
2015;3;"E6";"evenness";3,61673777092181;"observed"
2016;3;"E6";"evenness";1,75931680111261;"observed"
2017;3;"E6";"evenness";5,34008634109648;"observed"
2018;3;"E6";"evenness";2,83372962962204;"observed"
2019;3;"E6";"evenness";1,54202891072658;"observed"
2015;4;"E6";"evenness";5,74810151024975;"observed"
2016;4;"E6";"evenness";2,48560381943053;"observed"
2017;4;"E6";"evenness";1,52424507474301;"observed"
2018;4;"E6";"evenness";1,96013170420779;"observed"
2019;4;"E6";"evenness";1,48889773556434;"observed"
2015;5;"E6";"evenness";4,63056987853593;"observed"
2016;5;"E6";"evenness";2,13072753602714;"observed"
2017;5;"E6";"evenness";1,82126528457702;"observed"
2018;5;"E6";"evenness";1,67305812675851;"observed"
2019;5;"E6";"evenness";2,06177292397618;"observed"
2015;6;"E6";"evenness";2,99799571943333;"observed"
2016;6;"E6";"evenness";3,13310442934713;"observed"
2017;6;"E6";"evenness";4,72090410468571;"observed"
2018;6;"E6";"evenness";1,19150600336174;"observed"
2019;6;"E6";"evenness";1,67260729297423;"observed"
2015;7;"E6";"evenness";1,05711772293368;"observed"
2016;7;"E6";"evenness";4,68458435239109;"observed"
2017;7;"E6";"evenness";3,94376601460043;"observed"
2018;7;"E6";"evenness";1;"observed"
2019;7;"E6";"evenness";4,54811396536739;"observed"
2015;8;"E6";"evenness";1,50699306577254;"observed"
2016;8;"E6";"evenness";2,8825817995728;"observed"
2017;8;"E6";"evenness";1,88703111793127;"observed"
2018;8;"E6";"evenness";1;"observed"
2019;8;"E6";"evenness";4,60284967105012;"observed"
2015;9;"E6";"evenness";1,09371266873788;"observed"
2016;9;"E6";"evenness";4,52729093886775;"observed"
2017;9;"E6";"evenness";1;"observed"
2018;9;"E6";"evenness";1;"observed"
2019;9;"E6";"evenness";4,11186694261259;"observed"
2015;1;"F1";"evenness";5,30041631342743;"observed"
2016;1;"F1";"evenness";2,83325100549724;"observed"
2017;1;"F1";"evenness";2,85713582476504;"observed"
2018;1;"F1";"evenness";1,07641815696816;"observed"
2019;1;"F1";"evenness";1,70231070843476;"observed"
2015;2;"F1";"evenness";4,63702336000257;"observed"
2016;2;"F1";"evenness";1,77609960609827;"observed"
2017;2;"F1";"evenness";2,22939085763845;"observed"
2018;2;"F1";"evenness";1,48619657654281;"observed"
2019;2;"F1";"evenness";1,96226351843908;"observed"
2015;3;"F1";"evenness";3,61673777092181;"observed"
2016;3;"F1";"evenness";1,75931680111261;"observed"
2017;3;"F1";"evenness";5,34008634109648;"observed"
2018;3;"F1";"evenness";2,83372962962204;"observed"
2019;3;"F1";"evenness";1,54202891072658;"observed"
2015;4;"F1";"evenness";5,74810151024975;"observed"
2016;4;"F1";"evenness";2,48560381943053;"observed"
2017;4;"F1";"evenness";1,52424507474301;"observed"
2018;4;"F1";"evenness";1,96013170420779;"observed"
2019;4;"F1";"evenness";1,48889773556434;"observed"
2015;5;"F1";"evenness";4,63056987853593;"observed"
2016;5;"F1";"evenness";2,13072753602714;"observed"
2017;5;"F1";"evenness";1,82126528457702;"observed"
2018;5;"F1";"evenness";1,67305812675851;"observed"
2019;5;"F1";"evenness";2,06177292397618;"observed"
2015;6;"F1";"evenness";2,99799571943333;"observed"
2016;6;"F1";"evenness";3,13310442934713;"observed"
2017;6;"F1";"evenness";4,72090410468571;"observed"
2018;6;"F1";"evenness";1,19150600336174;"observed"
2019;6;"F1";"evenness";1,67260729297423;"observed"
2015;7;"F1";"evenness";1,05711772293368;"observed"
2016;7;"F1";"evenness";4,68458435239109;"observed"
2017;7;"F1";"evenness";3,94376601460043;"observed"
2018;7;"F1";"evenness";1;"observed"
2019;7;"F1";"evenness";4,54811396536739;"observed"
2015;8;"F1";"evenness";1,50699306577254;"observed"
2016;8;"F1";"evenness";2,8825817995728;"observed"
2017;8;"F1";"evenness";1,88703111793127;"observed"
2018;8;"F1";"evenness";1;"observed"
2019;8;"F1";"evenness";4,60284967105012;"observed"
2015;9;"F1";"evenness";1,09371266873788;"observed"
2016;9;"F1";"evenness";4,52729093886775;"observed"
2017;9;"F1";"evenness";1;"observed"
2018;9;"F1";"evenness";1;"observed"
2019;9;"F1";"evenness";4,11186694261259;"observed"
2015;1;"F2";"evenness";6,05899823998015;"observed"
2016;1;"F2";"evenness";2,69182378353222;"observed"
2017;1;"F2";"evenness";2,1931593775149;"observed"
2018;1;"F2";"evenness";1,5269134667825;"observed"
2019;1;"F2";"evenness";1,61621228343425;"observed"
2015;2;"F2";"evenness";10,2764857986235;"observed"
2016;2;"F2";"evenness";3,04649658147296;"observed"
2017;2;"F2";"evenness";3,40407802077316;"observed"
2018;2;"F2";"evenness";1,65756734817478;"observed"
2019;2;"F2";"evenness";2,47721527189402;"observed"
2015;3;"F2";"evenness";4,76707101846839;"observed"
2016;3;"F2";"evenness";2,33629936458376;"observed"
2017;3;"F2";"evenness";4,92005478799351;"observed"
2018;3;"F2";"evenness";3,94197497258151;"observed"
2019;3;"F2";"evenness";2,03882275035959;"observed"
2015;4;"F2";"evenness";6,08275654403832;"observed"
2016;4;"F2";"evenness";2,95034640574415;"observed"
2017;4;"F2";"evenness";1,34414482308997;"observed"
2018;4;"F2";"evenness";1,75211170415189;"observed"
2019;4;"F2";"evenness";1,50768191817387;"observed"
2015;5;"F2";"evenness";3,47265930253303;"observed"
2016;5;"F2";"evenness";2,06249578316134;"observed"
2017;5;"F2";"evenness";2,1065283017079;"observed"
2018;5;"F2";"evenness";2,4868517167754;"observed"
2019;5;"F2";"evenness";2,37800860165096;"observed"
2015;6;"F2";"evenness";2,17101160006848;"observed"
2016;6;"F2";"evenness";3,4060926194655;"observed"
2017;6;"F2";"evenness";2,48503726831136;"observed"
2018;6;"F2";"evenness";1;"observed"
2019;6;"F2";"evenness";1,55516486575149;"observed"
2015;7;"F2";"evenness";1,12049354149591;"observed"
2016;7;"F2";"evenness";3,26624831438653;"observed"
2017;7;"F2";"evenness";3,07620347471869;"observed"
2018;7;"F2";"evenness";1;"observed"
2019;7;"F2";"evenness";6,17345104603097;"observed"
2015;8;"F2";"evenness";1,21520001809237;"observed"
2016;8;"F2";"evenness";3,68138214186488;"observed"
2017;8;"F2";"evenness";2,01407731846109;"observed"
2018;8;"F2";"evenness";1;"observed"
2019;8;"F2";"evenness";5,25662571578773;"observed"
2015;9;"F2";"evenness";1,35758380670446;"observed"
2016;9;"F2";"evenness";6,15622840318664;"observed"
2017;9;"F2";"evenness";1;"observed"
2018;9;"F2";"evenness";1;"observed"
2019;9;"F2";"evenness";3,63901333256413;"observed"
2015;1;"F3";"evenness";6,05899823998015;"observed"
2016;1;"F3";"evenness";2,69182378353222;"observed"
2017;1;"F3";"evenness";2,1931593775149;"observed"
2018;1;"F3";"evenness";1,5269134667825;"observed"
2019;1;"F3";"evenness";1,61621228343425;"observed"
2015;2;"F3";"evenness";10,2764857986235;"observed"
2016;2;"F3";"evenness";3,04649658147296;"observed"
2017;2;"F3";"evenness";3,40407802077316;"observed"
2018;2;"F3";"evenness";1,65756734817478;"observed"
2019;2;"F3";"evenness";2,47721527189402;"observed"
2015;3;"F3";"evenness";4,76707101846839;"observed"
2016;3;"F3";"evenness";2,33629936458376;"observed"
2017;3;"F3";"evenness";4,92005478799351;"observed"
2018;3;"F3";"evenness";3,94197497258151;"observed"
2019;3;"F3";"evenness";2,03882275035959;"observed"
2015;4;"F3";"evenness";6,08275654403832;"observed"
2016;4;"F3";"evenness";2,95034640574415;"observed"
2017;4;"F3";"evenness";1,34414482308997;"observed"
2018;4;"F3";"evenness";1,75211170415189;"observed"
2019;4;"F3";"evenness";1,50768191817387;"observed"
2015;5;"F3";"evenness";3,47265930253303;"observed"
2016;5;"F3";"evenness";2,06249578316134;"observed"
2017;5;"F3";"evenness";2,1065283017079;"observed"
2018;5;"F3";"evenness";2,4868517167754;"observed"
2019;5;"F3";"evenness";2,37800860165096;"observed"
2015;6;"F3";"evenness";2,17101160006848;"observed"
2016;6;"F3";"evenness";3,4060926194655;"observed"
2017;6;"F3";"evenness";2,48503726831136;"observed"
2018;6;"F3";"evenness";1;"observed"
2019;6;"F3";"evenness";1,55516486575149;"observed"
2015;7;"F3";"evenness";1,12049354149591;"observed"
2016;7;"F3";"evenness";3,26624831438653;"observed"
2017;7;"F3";"evenness";3,07620347471869;"observed"
2018;7;"F3";"evenness";1;"observed"
2019;7;"F3";"evenness";6,17345104603097;"observed"
2015;8;"F3";"evenness";1,21520001809237;"observed"
2016;8;"F3";"evenness";3,68138214186488;"observed"
2017;8;"F3";"evenness";2,01407731846109;"observed"
2018;8;"F3";"evenness";1;"observed"
2019;8;"F3";"evenness";5,25662571578773;"observed"
2015;9;"F3";"evenness";1,35758380670446;"observed"
2016;9;"F3";"evenness";6,15622840318664;"observed"
2017;9;"F3";"evenness";1;"observed"
2018;9;"F3";"evenness";1;"observed"
2019;9;"F3";"evenness";3,63901333256413;"observed"
2015;1;"F4";"evenness";6,05899823998015;"observed"
2016;1;"F4";"evenness";2,69182378353222;"observed"
2017;1;"F4";"evenness";2,1931593775149;"observed"
2018;1;"F4";"evenness";1,5269134667825;"observed"
2019;1;"F4";"evenness";1,61621228343425;"observed"
2015;2;"F4";"evenness";10,2764857986235;"observed"
2016;2;"F4";"evenness";3,04649658147296;"observed"
2017;2;"F4";"evenness";3,40407802077316;"observed"
2018;2;"F4";"evenness";1,65756734817478;"observed"
2019;2;"F4";"evenness";2,47721527189402;"observed"
2015;3;"F4";"evenness";4,76707101846839;"observed"
2016;3;"F4";"evenness";2,33629936458376;"observed"
2017;3;"F4";"evenness";4,92005478799351;"observed"
2018;3;"F4";"evenness";3,94197497258151;"observed"
2019;3;"F4";"evenness";2,03882275035959;"observed"
2015;4;"F4";"evenness";6,08275654403832;"observed"
2016;4;"F4";"evenness";2,95034640574415;"observed"
2017;4;"F4";"evenness";1,34414482308997;"observed"
2018;4;"F4";"evenness";1,75211170415189;"observed"
2019;4;"F4";"evenness";1,50768191817387;"observed"
